state,Administered,Administered_12Plus,Administered_18Plus,Administered_65Plus,JJ,Moderna,Pfizer,Administered_Dose1_Recip,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_65Plus,Series_Complete_Yes,Series_Complete_12Plus,Series_Complete_18Plus,Series_Complete_65Plus,Series_Complete_Janssen,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen_12Plus,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Janssen_18Plus,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_65Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Additional_Doses,Additional_Doses_18Plus,Additional_Doses_50Plus,Additional_Doses_65Plus,Additional_Doses_Moderna,Additional_Doses_Pfizer,Additional_Doses_Janssen,date,tot_case,tot_death,new_case,new_death
AR,3465389,3442542,3225884,1023346,107018,1491394,1863715,1806348,1784977,1664787,473908,1478983,1477450,1380482,403391,103310,623332,751549,103190,623321,750149,102790,622223,654710,14879,226513,161564,280846,280555,225900,161659,126050,151462,2950,20/11/2021,523866,8612,674,4
KS,3594353,3569410,3334942,1052193,118188,1398281,2074890,1897262,1871883,1743842,500920,1579225,1579163,1471819,413910,113060,593890,871745,113046,593882,871705,112947,593542,764862,17713,197370,198595,295797,295441,235186,169239,122207,170073,3437,20/11/2021,455789,6634,0,0
WV,1688746,1683547,1609173,610782,44289,765059,878924,963418,958541,914163,331640,743713,743399,711781,265537,46153,323108,374183,46138,323019,373973,46080,322804,342652,7260,135127,123038,55475,55425,44857,31564,17124,37887,451,20/11/2021,288247,4726,635,0
VT,1079318,1069125,1006129,340605,48163,427317,602972,520166,510100,476571,136760,451998,451950,422089,123307,44782,168275,238683,44766,168263,238663,44706,168224,208918,2471,59480,61204,133863,133737,106456,73143,54052,77817,1984,20/11/2021,43024,383,0,0
NV,3859122,3844619,3610732,1003309,165500,1352649,2340465,2015910,2001655,1870900,464516,1664444,1664402,1564548,396718,159946,570473,933979,159942,570469,933945,159900,570371,834233,24881,184140,187671,252325,252177,204824,147483,97154,151869,3302,20/11/2021,464633,7918,0,0
NJ,13157250,13072329,12169169,3207006,485662,5046820,7624159,6924027,6839105,6351183,1506595,5985853,5985578,5560341,1309636,473247,2175016,3337350,473164,2174976,3337198,472932,2174384,2912800,88489,610080,610991,1031332,1030155,807583,527690,439934,572086,19303,20/11/2021,1230366,28250,2199,7
GA,12104511,12055832,11332211,3115846,297724,4838234,6956023,6198531,6150821,5741436,1375090,5229206,5228480,4913448,1222019,289887,2027083,2908261,289773,2027022,2907715,289447,2026208,2594061,33443,667257,519411,788354,787433,633153,439907,356621,424216,7222,20/11/2021,1654649,30162,0,0
MS,3152978,3146715,2968767,948769,79577,1291533,1779866,1590255,1584139,1485753,426028,1391610,1391519,1311018,393591,77388,549799,763805,77374,549787,763740,77298,549486,683635,16985,200962,175346,224064,223754,192875,137484,103852,117761,2217,20/11/2021,510748,10229,0,0
OH,13997843,13904687,13158375,4368913,545907,5389533,8044631,6733125,6640968,6250396,1832627,6160144,6159912,5811926,1742387,510831,2267457,3377111,510820,2267448,3376899,510600,2266927,3029750,88315,787844,863876,1338494,1337092,1087897,793238,548950,768734,20559,20/11/2021,1639070,26063,5590,0
AZ,9346719,9298593,8685284,2820475,317074,3737622,5273867,4606569,4559599,4230464,1212751,3947977,3947501,3678121,1068827,301052,1519883,2121848,300809,1519856,2121644,300622,1519255,1853115,47655,519891,498475,648732,647570,524303,385534,247779,394632,6051,20/11/2021,1238249,21939,5103,53
RI,1689455,1673305,1568975,462359,57916,639482,990919,866244,849671,792847,201196,763190,763112,712361,180662,55891,273779,433246,55890,273774,433175,55866,273682,382541,6438,81603,92521,156237,156064,127606,90370,65280,89416,1535,20/11/2021,186387,2906,0,0
SD,1114680,1110801,1043749,346671,35561,445752,633223,576457,572548,534746,163282,478180,478160,449416,136734,34804,185091,258261,34801,185089,258246,34777,185027,229588,4669,68400,63650,100084,100009,82379,59681,43186,55935,962,20/11/2021,162375,2305,0,0
MN,7970060,7871190,7358765,2231808,322120,2935036,4710443,3829630,3738972,3474503,914815,3500112,3491894,3246613,864649,310341,1243533,1945462,310324,1243516,1937279,309832,1241298,1694734,49512,363671,451236,908168,907448,701165,491575,332051,564813,11151,20/11/2021,871203,9279,0,0
WI,7976232,7913996,7460905,2460631,298493,3068101,4608179,3782194,3720240,3481876,998691,3445718,3445449,3235480,941446,282192,1274691,1888339,282171,1274674,1888108,281987,1274359,1678661,29305,453072,458856,857713,857031,674309,479184,321473,527435,8779,20/11/2021,945715,9816,0,0
LA,5114572,5105037,4839433,1515857,173040,2106539,2832331,2556662,2547086,2400084,657538,2256071,2255894,2137187,623081,162467,905599,1187023,162443,905576,1186894,162299,905103,1068814,21713,295898,305269,385911,385476,321354,230279,144385,237771,3741,20/11/2021,767330,14749,0,0
CA,58020803,57502573,53347260,13186157,2042372,21935607,34027730,30655162,30187943,27897172,6255011,24748277,24698563,22833013,4949555,1968576,8922885,13852478,1968163,8922181,13803890,1960933,8896999,11971037,194826,2492001,2261390,4231355,4227415,3120915,2063821,1760268,2406567,64238,20/11/2021,5014428,73000,0,0
AL,5139179,5129890,4876685,1609195,152009,2262724,2724184,2740397,2731235,2587852,769304,2243092,2242990,2133178,663257,149219,953438,1139928,149210,953427,1139846,149134,952989,1030550,35264,351834,275826,369229,368746,312725,228100,171585,192339,5294,20/11/2021,842360,16133,260,5
IN,7613059,7578610,7149931,2312539,273702,2784605,4528548,3710648,3676780,3450553,970439,3392631,3391999,3195936,923600,263105,1202784,1919101,263082,1202769,1918507,262840,1202471,1723071,29721,452525,437641,620449,619776,515630,379847,219155,393800,7147,20/11/2021,1069450,17247,0,0
CT,5815347,5767632,5363619,1568430,221358,2158531,3434278,2941633,2895256,2681379,688372,2553121,2552535,2366905,592064,215348,903359,1433993,215267,903070,1433780,215168,902873,1248549,21374,233035,337562,498638,498345,409840,288859,207111,286360,5153,20/11/2021,412918,8850,0,0
FL,30185136,30066778,28477914,10274009,1302362,11275910,17496109,15239070,15125086,14267994,4512193,13063842,13061857,12354724,3929650,1258860,4581086,7191241,1258048,4580360,7190801,1257268,4579278,6485780,205102,1893257,1812033,2214264,2212173,1927984,1468974,965069,1216910,29556,20/11/2021,3680051,61516,1175,9
CO,8365950,8277159,7742669,1961780,301011,3277814,4780607,4049007,3968764,3687118,805138,3612887,3604612,3353544,738731,286385,1353773,1970912,286358,1353751,1962689,285170,1350082,1716537,25584,352671,359810,849241,848198,604223,399700,367084,471483,10576,20/11/2021,804734,8878,0,0
WA,11076817,10998453,10290774,2793353,432600,4177231,6458545,5464206,5386163,5016955,1180946,4920612,4920151,4589423,1095567,419463,1786038,2712451,419431,1785981,2712081,419144,1785297,2382379,56506,499436,538204,988702,987449,765917,539604,402608,573412,12351,20/11/2021,762118,9110,0,0
NC,13231701,13127588,12348299,3746605,453365,4917131,7860344,7186666,7089735,6666168,1928452,5640315,5635218,5289095,1450985,436262,2028443,3175493,436242,2028385,3170474,434861,2025529,2828591,49717,696422,704794,664769,664232,521036,356079,262964,391857,9941,20/11/2021,1514879,18597,0,0
ND,871959,865433,822262,258730,34925,344633,492096,434746,429123,406123,114949,368950,368572,349302,98099,33265,138368,197314,33261,138363,196945,33124,138165,178010,4204,46996,46899,84315,84256,66507,47233,36075,47284,955,20/11/2021,158338,1852,0,1
KY,5278737,5246513,4962933,1555215,206926,2192880,2877042,2656405,2624951,2470898,695638,2310588,2310414,2180271,625743,195889,918756,1194489,195858,918743,1194362,195753,918517,1064607,37431,285859,301718,488586,488138,394947,275112,208352,271742,8438,20/11/2021,772143,10760,1548,0
MA,11251698,11118941,10396075,2770432,360222,4339918,6551136,5798012,5677008,5285642,1299641,4871613,4860023,4525390,1069550,356193,1792184,2723085,356172,1792173,2711527,354957,1786876,2383423,70962,482872,515660,909131,908442,687048,469261,386791,514272,8065,20/11/2021,890733,19268,0,0
HI,2055922,2038220,1913461,576536,54422,659769,1247671,1149442,1132391,1056664,291461,858167,856638,806340,237199,54572,275059,510394,54536,275008,508963,54406,274449,459360,10438,97492,127852,111320,111172,86995,62292,28018,82559,718,20/11/2021,83896,991,212,4
TX,36478309,36245522,33385062,7848500,1350349,13766666,21358446,18340804,18120345,16594209,3431981,15750905,15748393,14506134,3089520,1225588,5724165,8800810,1225279,5723601,8799172,1224090,5720125,7561599,168876,1474009,1446507,2469887,2465140,1855580,1193838,1075874,1362739,31182,20/11/2021,4289373,72169,2670,87
UT,3993999,3961217,3603747,832929,160307,1440547,2392851,2038173,2005928,1816054,360156,1769682,1769227,1606399,323434,154473,614722,1000478,154436,614686,1000096,154294,614323,837773,16084,138190,169159,280447,279860,208868,148525,94724,182336,3386,20/11/2021,582929,3428,0,0
TN,7992715,7964804,7578123,2432556,231015,3057240,4665354,3837000,3809643,3602730,1013621,3362878,3362503,3191015,929980,215170,1233456,1904850,215123,1233434,1904549,214899,1232938,1733860,34272,460784,429861,683974,682884,556068,398208,274017,400308,8111,20/11/2021,1305265,16847,1559,18
DE,1386520,1381415,1297075,444321,53667,534244,796939,694278,689299,646635,197364,593398,593337,556974,171911,52401,215865,324598,52391,215853,324559,52344,215740,288363,9520,70641,91463,107859,107775,93048,70734,42753,64038,1062,20/11/2021,150046,2159,480,5
WY,618738,616134,585628,201676,26174,273460,318537,306376,303763,286926,88598,261698,261684,248112,80040,24022,109830,127746,24019,109829,127736,23998,109811,114205,3691,40741,35561,60933,60844,50719,37464,25616,34587,702,20/11/2021,109318,1347,0,0
IA,4076737,4044822,3813522,1298028,158469,1633562,2284296,1951252,1919835,1798688,531296,1778931,1778884,1670878,500954,151284,684038,943359,151282,684033,943319,151199,683840,835590,13922,263194,223728,456455,456096,370486,268405,207297,244316,4840,20/11/2021,513637,7268,0,0
MD,9119794,9115655,8458658,2216592,324978,3404860,5376279,4504162,4497551,4151360,959402,4050951,4050705,3745176,877231,305503,1430200,2311707,305454,1430160,2311553,305267,1429702,2006827,53452,419046,403724,834168,833240,638823,424986,359035,460342,14605,20/11/2021,577013,11111,0,0
MT,1295820,1288553,1221933,438137,53091,550692,690565,631112,623896,588147,188888,551277,551215,521186,171779,49951,224282,276688,49945,224263,276651,49899,224165,246773,9605,82410,79583,143627,143435,114877,83022,62410,79072,1957,20/11/2021,188013,2547,0,0
PA,18994877,18873761,17815521,5865446,709084,7466828,10817622,10706906,10588816,9996792,3152171,7934058,7932292,7477981,2211535,703449,2965771,4264259,703376,2965619,4262719,702945,2963173,3811326,92672,1039156,1079445,950844,949787,768019,545305,408775,534034,8010,20/11/2021,1680752,32911,6424,86
NM,3047066,3026958,2823131,848926,102581,1249051,1689025,1578355,1557592,1439589,392843,1324381,1324220,1224738,338220,100370,522560,699651,100355,522540,699525,100222,522168,600572,20179,157876,159245,308194,307818,235124,153852,111098,194638,2417,20/11/2021,301937,5263,0,0
AK,937086,928695,867358,194433,38804,365425,532116,452720,445220,412806,83658,394070,393175,365320,76305,35605,147819,210560,35602,147815,209672,35465,147425,182350,3357,42086,30827,93203,92936,65249,39092,39584,52732,876,20/11/2021,142717,832,0,0
NY,29130837,28997502,27184195,6841550,1225636,10707034,17186745,14957682,14823368,13859020,3220223,13228554,13227435,12376870,2852294,1150385,4669688,7405492,1150228,4669462,7404773,1149524,4667619,6556949,178314,1347976,1324750,1549491,1548115,1230252,838782,623792,906117,19547,20/11/2021,1521477,21943,5556,18
OK,4771373,4749933,4469280,1363140,133494,1941216,2695677,2447013,2425775,2273601,634411,2024031,2023945,1897427,528498,129085,796490,1098314,129070,796472,1098261,128993,796227,972082,19785,268044,240635,350415,350076,287822,208774,148003,198762,3634,20/11/2021,659585,11107,0,0
NH,2073495,2061628,1932620,599010,100697,790713,1182025,1142149,1130546,1069871,355187,869632,869391,818798,229674,75325,329499,464739,75299,329393,464630,75269,329241,414223,15619,96043,117977,48029,47982,38094,25688,19425,27787,809,20/11/2021,150813,1662,0,0
OR,6028701,5972655,5610283,1671000,243455,2241125,3538279,2973727,2923964,2733614,724723,2685466,2679647,2509500,676118,231615,957916,1494421,231612,957912,1488613,230806,955078,1322186,51063,305365,318992,554238,553791,425904,313057,212765,333585,7697,20/11/2021,384062,4914,0,0
MI,12372373,12284096,11618064,3778276,403884,4857313,7109273,6024050,5935567,5587180,1632304,5420764,5420554,5109537,1508213,390246,2049437,2980119,390223,2049416,2979955,389958,2048761,2669929,68449,753282,685929,1269097,1268017,1016257,710765,520353,733566,15150,20/11/2021,1408419,24841,0,0
IL,17152225,17105254,15953144,4398743,587197,6286638,10258213,8458227,8426741,7816565,1903454,7729515,7712836,7160996,1753630,574402,2684154,4464412,574341,2684039,4447910,571854,2676526,3906208,79480,784907,886220,1556644,1555114,1189070,819217,620717,920437,15029,20/11/2021,1763866,29157,0,0
MO,7238680,7196872,6794261,2194332,223238,2611465,4401674,3615555,3574563,3358204,969673,3107827,3107721,2924829,863422,219721,1094534,1793057,219697,1094521,1792988,219477,1094101,1610837,38444,392630,432192,587877,587332,479146,351271,209866,372437,5544,20/11/2021,893349,15325,1000,2
ME,2164551,2144749,2026410,704294,128354,875549,1158672,1082771,1063059,1001502,308450,966106,966057,910509,274767,123545,363683,478450,123525,363676,478428,123470,363621,423028,23699,125059,125810,226695,226577,189856,138055,97893,125161,3453,20/11/2021,115857,1271,11,1
SC,6058188,6028654,5716379,1986176,200306,2350295,3505754,3062071,3034481,2863763,902476,2626608,2623722,2479752,786976,189556,972082,1464649,189512,971994,1461895,188962,970075,1320396,29740,335444,421599,478685,478266,408542,310722,170636,300096,7669,20/11/2021,912443,14106,914,18
MS,3143664,3137884,2960157,945099,79357,1286991,1775315,1587921,1582296,1484028,425664,1390130,1390039,1309643,393371,77269,549331,762920,77255,549319,762855,77179,549019,682854,16969,200847,175261,218314,218008,188044,134360,100470,115505,2106,19/11/2021,510748,10229,426,7
IN,7585802,7553961,7125717,2302553,272940,2772955,4513767,3703971,3672674,3446710,969476,3390499,3389907,3193995,923360,262716,1202267,1917890,262694,1202252,1917335,262453,1201954,1722047,29690,452405,437558,601920,601261,501544,371132,209634,385186,6765,19/11/2021,1069450,17247,3733,27
KY,5254918,5224571,4941375,1546920,206112,2181401,2865526,2650676,2621092,2467243,694811,2308057,2307884,2177896,625321,195596,917775,1193237,195565,917762,1193111,195460,917536,1063510,37408,285623,301559,473328,472895,383419,268238,199793,265547,7936,19/11/2021,770595,10760,1843,3
MO,7207921,7170257,6768076,2183850,222511,2596783,4386326,3605471,3568519,3352417,968415,3103755,3103651,2920917,862774,219367,1092391,1791483,219343,1092378,1791416,219123,1091958,1609423,38390,392253,431976,571482,570944,466113,342577,200882,365399,5171,19/11/2021,892349,15323,1913,107
ME,2150591,2133200,2015026,699488,127904,869387,1151345,1078393,1061105,999648,307772,964929,964883,909406,274513,123313,363288,477905,123293,363281,477886,123238,363226,422556,23664,124930,125722,217809,217692,182916,134088,92972,121437,3217,19/11/2021,115846,1270,836,2
MI,12316155,12233601,11568420,3758282,402497,4829875,7081883,6010677,5927981,5580116,1630492,5416627,5416420,5105707,1507452,389691,2047999,2977977,389668,2047978,2977816,389403,2047324,2668093,68378,752820,685702,1229077,1228024,986500,692979,497306,717444,14301,19/11/2021,1408419,24841,9757,59
UT,3969546,3942234,3585511,827948,159742,1433753,2375758,2030149,2003318,1813777,359865,1766871,1766424,1603866,323054,154126,613910,998826,154091,613874,998450,153950,613511,836396,16062,138000,168991,271374,270796,203709,145911,89639,178558,3176,19/11/2021,582929,3428,1764,17
NY,29012149,28890182,27079256,6806575,1222807,10656597,17121375,14921489,14798588,13835549,3214861,13213499,13212393,12362859,2850125,1148562,4665775,7396187,1148405,4665550,7395480,1147706,4663711,6548674,178090,1346836,1323948,1480483,1479144,1181842,811051,585516,876312,18623,19/11/2021,1515921,21925,6017,31
SC,6039408,6010882,5699008,1978669,199659,2341278,3496643,3056605,3030056,2859572,901357,2623993,2621108,2477295,786486,189249,971157,1463269,189205,971069,1460516,188655,969151,1319173,29705,335174,421417,467929,467521,399683,304915,164679,295627,7340,19/11/2021,911529,14088,922,14
MT,1289754,1283067,1216529,435845,52916,547211,688181,629559,622928,587213,188626,550693,550632,520647,171660,49843,224055,276444,49837,224036,276408,49791,223938,246574,9585,82339,79556,139605,139415,111897,81101,59642,77898,1888,19/11/2021,188013,2547,483,7
NE,2500676,2482142,2320542,719723,83929,916968,1494596,1218248,1199678,1114606,296785,1102213,1102108,1026272,279791,82141,395145,623561,82122,395121,623501,82066,394982,547913,6655,136060,136228,233202,232949,180770,130759,82151,149164,1761,19/11/2021,302567,3108,1131,10
WI,7934966,7877763,7425256,2446131,297400,3048205,4587906,3772450,3715438,3477397,997636,3442960,3442697,3232971,941047,281675,1273927,1886864,281655,1273910,1886638,281471,1273595,1677433,29255,452878,458702,828447,827778,652993,466026,304285,515919,8218,19/11/2021,945715,9816,4165,16
TX,36380184,36149801,33292920,7819086,1346770,13721548,21309049,18319429,18101282,16577390,3428677,15736775,15734286,14493069,3087128,1223805,5719353,8793283,1223512,5718790,8791651,1222328,5715316,7555112,168664,1472770,1445569,2410830,2406166,1815352,1171519,1043812,1337320,29617,19/11/2021,4286622,72082,4370,100
RI,1682003,1666780,1562577,460058,57800,636125,986948,863763,848197,791430,200822,762444,762370,711690,180577,55837,273534,432801,55836,273529,432734,55812,273437,382171,6432,81560,92486,151261,151089,123947,88389,62663,87114,1479,19/11/2021,186387,2906,588,3
